FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA
11JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,12,0,
11JAN2021:00:00:00,51 a 60,M,Sputnik,Público,86,0,
11JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,7,0,
11JAN2021:00:00:00,61 a 70,F,Sputnik,Público,3,0,
11JAN2021:00:00:00,61 a 70,M,Sputnik,Público,2,0,
12JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,12,0,
12JAN2021:00:00:00,30 o menos,F,Sputnik,Público,147,0,
12JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,33,0,
12JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,8,0,
12JAN2021:00:00:00,30 o menos,M,Sputnik,Público,73,0,
12JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,16,0,
12JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,67,0,
12JAN2021:00:00:00,31 a 40,F,Sputnik,Público,265,0,
12JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,56,0,
12JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,49,0,
12JAN2021:00:00:00,31 a 40,M,Sputnik,Público,155,0,
12JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,32,0,
12JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,30,0,
12JAN2021:00:00:00,41 a 50,F,Sputnik,Público,232,0,
12JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,31,0,
12JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,27,0,
12JAN2021:00:00:00,41 a 50,M,Sputnik,Público,102,0,
12JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,22,0,
12JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,24,0,
12JAN2021:00:00:00,51 a 60,F,Sputnik,Público,177,0,
12JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,22,0,
12JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,13,0,
12JAN2021:00:00:00,51 a 60,M,Sputnik,Público,88,0,
12JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,9,0,
12JAN2021:00:00:00,61 a 70,F,Sputnik,Privado,1,0,
12JAN2021:00:00:00,61 a 70,M,Sputnik,Público nacional,1,0,
13JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,47,0,
13JAN2021:00:00:00,30 o menos,F,Sputnik,Público,114,0,
13JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,18,0,
13JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,30,0,
13JAN2021:00:00:00,30 o menos,M,Sputnik,Público,36,0,
13JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,13,0,
13JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,88,0,
13JAN2021:00:00:00,31 a 40,F,Sputnik,Público,195,0,
13JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,42,0,
13JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,53,0,
13JAN2021:00:00:00,31 a 40,M,Sputnik,Público,91,0,
13JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,20,0,
13JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,54,0,
13JAN2021:00:00:00,41 a 50,F,Sputnik,Público,149,0,
13JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,32,0,
13JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,21,0,
13JAN2021:00:00:00,41 a 50,M,Sputnik,Público,90,0,
13JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,18,0,
13JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,25,0,
13JAN2021:00:00:00,51 a 60,F,Sputnik,Público,115,0,
13JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,14,0,
13JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,15,0,
13JAN2021:00:00:00,51 a 60,M,Sputnik,Público,66,0,
13JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,12,0,
13JAN2021:00:00:00,61 a 70,M,Sputnik,Público,1,0,
14JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,81,0,
14JAN2021:00:00:00,30 o menos,F,Sputnik,Público,148,0,
14JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,53,0,
14JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,46,0,
14JAN2021:00:00:00,30 o menos,M,Sputnik,Público,98,0,
14JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,26,0,
14JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,162,0,
14JAN2021:00:00:00,31 a 40,F,Sputnik,Público,266,0,
14JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,60,0,
14JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,116,0,
14JAN2021:00:00:00,31 a 40,M,Sputnik,Público,135,0,
14JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,41,0,
14JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,117,0,
14JAN2021:00:00:00,41 a 50,F,Sputnik,Público,238,0,
14JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,42,0,
14JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,51,0,
14JAN2021:00:00:00,41 a 50,M,Sputnik,Público,141,0,
14JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,27,0,
14JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,54,0,
14JAN2021:00:00:00,51 a 60,F,Sputnik,Público,175,0,
14JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,27,0,
14JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,27,0,
14JAN2021:00:00:00,51 a 60,M,Sputnik,Público,84,0,
14JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,12,0,
14JAN2021:00:00:00,61 a 70,F,Sputnik,Público,1,0,
15JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,157,0,
15JAN2021:00:00:00,30 o menos,F,Sputnik,Público,259,0,
15JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,37,0,
15JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,69,0,
15JAN2021:00:00:00,30 o menos,M,Sputnik,Público,130,0,
15JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,16,0,
15JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,253,0,
15JAN2021:00:00:00,31 a 40,F,Sputnik,Público,470,0,
15JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,50,0,
15JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,160,0,
15JAN2021:00:00:00,31 a 40,M,Sputnik,Público,280,0,
15JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,27,0,
15JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,164,0,
15JAN2021:00:00:00,41 a 50,F,Sputnik,Público,399,0,
15JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,51,0,
15JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,95,0,
15JAN2021:00:00:00,41 a 50,M,Sputnik,Público,182,0,
15JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,31,0,
15JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,72,0,
15JAN2021:00:00:00,51 a 60,F,Sputnik,Público,286,0,
15JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,27,0,
15JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,48,0,
15JAN2021:00:00:00,51 a 60,M,Sputnik,Público,146,0,
15JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,12,0,
15JAN2021:00:00:00,61 a 70,F,Sputnik,Privado,2,0,
15JAN2021:00:00:00,61 a 70,F,Sputnik,Público,2,0,
16JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,41,0,
16JAN2021:00:00:00,30 o menos,F,Sputnik,Público,100,0,
16JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,13,0,
16JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,21,0,
16JAN2021:00:00:00,30 o menos,M,Sputnik,Público,68,0,
16JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,7,0,
16JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,96,0,
16JAN2021:00:00:00,31 a 40,F,Sputnik,Público,206,0,
16JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,27,0,
16JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,56,0,
16JAN2021:00:00:00,31 a 40,M,Sputnik,Público,103,0,
16JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,19,0,
16JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,35,0,
16JAN2021:00:00:00,41 a 50,F,Sputnik,Público,192,0,
16JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,18,0,
16JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,20,0,
16JAN2021:00:00:00,41 a 50,M,Sputnik,Público,96,0,
16JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,5,0,
16JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,22,0,
16JAN2021:00:00:00,51 a 60,F,Sputnik,Público,103,0,
16JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,8,0,
16JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,16,0,
16JAN2021:00:00:00,51 a 60,M,Sputnik,Público,61,0,
16JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,5,0,
17JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,49,0,
17JAN2021:00:00:00,30 o menos,F,Sputnik,Público,36,0,
17JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,8,0,
17JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,24,0,
17JAN2021:00:00:00,30 o menos,M,Sputnik,Público,25,0,
17JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,17,0,
17JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,97,0,
17JAN2021:00:00:00,31 a 40,F,Sputnik,Público,107,0,
17JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,11,0,
17JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,41,0,
17JAN2021:00:00:00,31 a 40,M,Sputnik,Público,60,0,
17JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,13,0,
17JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,40,0,
17JAN2021:00:00:00,41 a 50,F,Sputnik,Público,102,0,
17JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,13,0,
17JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,20,0,
17JAN2021:00:00:00,41 a 50,M,Sputnik,Público,41,0,
17JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,11,0,
17JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,16,0,
17JAN2021:00:00:00,51 a 60,F,Sputnik,Público,59,0,
17JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,9,0,
17JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,10,0,
17JAN2021:00:00:00,51 a 60,M,Sputnik,Público,23,0,
17JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,
18JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,6,0,
18JAN2021:00:00:00,30 o menos,F,Sputnik,Público,31,0,
18JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,17,0,
18JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,4,0,
18JAN2021:00:00:00,30 o menos,M,Sputnik,Público,15,0,
18JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,9,0,
18JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,25,0,
18JAN2021:00:00:00,31 a 40,F,Sputnik,Público,51,0,
18JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,28,0,
18JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,10,0,
18JAN2021:00:00:00,31 a 40,M,Sputnik,Público,35,0,
18JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,15,0,
18JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,17,0,
18JAN2021:00:00:00,41 a 50,F,Sputnik,Público,63,0,
18JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,26,0,
18JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,17,0,
18JAN2021:00:00:00,41 a 50,M,Sputnik,Público,29,0,
18JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,11,0,
18JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,12,0,
18JAN2021:00:00:00,51 a 60,F,Sputnik,Público,32,0,
18JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,11,0,
18JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,10,0,
18JAN2021:00:00:00,51 a 60,M,Sputnik,Público,24,0,
18JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,9,0,
19JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,13,0,
19JAN2021:00:00:00,30 o menos,F,Sputnik,Público,23,30,
19JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,1,0,
19JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,5,0,
19JAN2021:00:00:00,30 o menos,M,Sputnik,Público,13,16,
19JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,2,0,
19JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,37,0,
19JAN2021:00:00:00,31 a 40,F,Sputnik,Público,51,83,
19JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,13,0,
19JAN2021:00:00:00,31 a 40,M,Sputnik,Público,16,51,
19JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,2,0,
19JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,20,0,
19JAN2021:00:00:00,41 a 50,F,Sputnik,Público,33,90,
19JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,3,0,
19JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,9,0,
19JAN2021:00:00:00,41 a 50,M,Sputnik,Público,24,60,
19JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,2,0,
19JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,8,0,
19JAN2021:00:00:00,51 a 60,F,Sputnik,Público,23,55,
19JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,1,0,
19JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,9,0,
19JAN2021:00:00:00,51 a 60,M,Sputnik,Público,23,38,
19JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,1,0,
19JAN2021:00:00:00,61 a 70,F,Sputnik,Público,0,1,
19JAN2021:00:00:00,61 a 70,M,Sputnik,Público,0,2,
20JAN2021:00:00:00,30 o menos,F,Sputnik,Privado,13,0,
20JAN2021:00:00:00,30 o menos,F,Sputnik,Público,4,70,
20JAN2021:00:00:00,30 o menos,F,Sputnik,Público nacional,8,0,
20JAN2021:00:00:00,30 o menos,M,Sputnik,Privado,3,0,
20JAN2021:00:00:00,30 o menos,M,Sputnik,Público,0,26,
20JAN2021:00:00:00,30 o menos,M,Sputnik,Público nacional,2,0,
20JAN2021:00:00:00,31 a 40,F,Sputnik,Privado,17,0,
20JAN2021:00:00:00,31 a 40,F,Sputnik,Público,2,125,
20JAN2021:00:00:00,31 a 40,F,Sputnik,Público nacional,6,0,
20JAN2021:00:00:00,31 a 40,M,Sputnik,Privado,8,0,
20JAN2021:00:00:00,31 a 40,M,Sputnik,Público,1,94,
20JAN2021:00:00:00,31 a 40,M,Sputnik,Público nacional,6,0,
20JAN2021:00:00:00,41 a 50,F,Sputnik,Privado,19,0,
20JAN2021:00:00:00,41 a 50,F,Sputnik,Público,2,126,
20JAN2021:00:00:00,41 a 50,F,Sputnik,Público nacional,11,0,
20JAN2021:00:00:00,41 a 50,M,Sputnik,Privado,5,0,
20JAN2021:00:00:00,41 a 50,M,Sputnik,Público,3,72,
20JAN2021:00:00:00,41 a 50,M,Sputnik,Público nacional,8,0,
20JAN2021:00:00:00,51 a 60,F,Sputnik,Privado,12,0,
20JAN2021:00:00:00,51 a 60,F,Sputnik,Público,0,75,
20JAN2021:00:00:00,51 a 60,F,Sputnik,Público nacional,11,0,
20JAN2021:00:00:00,51 a 60,M,Sputnik,Privado,5,0,
20JAN2021:00:00:00,51 a 60,M,Sputnik,Público,0,54,
20JAN2021:00:00:00,51 a 60,M,Sputnik,Público nacional,5,0,
20JAN2021:00:00:00,61 a 70,F,Sputnik,Privado,1,0,
20JAN2021:00:00:00,61 a 70,F,Sputnik,Público,0,3,
29DEC2020:00:00:00,30 o menos,F,Sputnik,Público,76,0,
29DEC2020:00:00:00,30 o menos,M,Sputnik,Público,44,0,
29DEC2020:00:00:00,31 a 40,F,Sputnik,Público,144,0,
29DEC2020:00:00:00,31 a 40,M,Sputnik,Público,104,0,
29DEC2020:00:00:00,41 a 50,F,Sputnik,Público,154,0,
29DEC2020:00:00:00,41 a 50,M,Sputnik,Público,93,0,
29DEC2020:00:00:00,51 a 60,F,Sputnik,Público,99,0,
29DEC2020:00:00:00,51 a 60,M,Sputnik,Público,57,0,
29DEC2020:00:00:00,61 a 70,F,Sputnik,Público,3,0,
29DEC2020:00:00:00,61 a 70,M,Sputnik,Público,1,0,
30DEC2020:00:00:00,30 o menos,F,Sputnik,Público,112,0,
30DEC2020:00:00:00,30 o menos,M,Sputnik,Público,51,0,
30DEC2020:00:00:00,31 a 40,F,Sputnik,Público,173,0,
30DEC2020:00:00:00,31 a 40,M,Sputnik,Público,122,0,
30DEC2020:00:00:00,41 a 50,F,Sputnik,Público,175,0,
30DEC2020:00:00:00,41 a 50,M,Sputnik,Público,96,0,
30DEC2020:00:00:00,51 a 60,F,Sputnik,Público,102,0,
30DEC2020:00:00:00,51 a 60,M,Sputnik,Público,68,0,
30DEC2020:00:00:00,61 a 70,F,Sputnik,Público,2,0,
30DEC2020:00:00:00,61 a 70,M,Sputnik,Público,2,0,
31DEC2020:00:00:00,30 o menos,F,Sputnik,Público,3,0,
31DEC2020:00:00:00,30 o menos,M,Sputnik,Público,7,0,
31DEC2020:00:00:00,31 a 40,F,Sputnik,Público,17,0,
